chrom	start	end	major_cn	minor_cn	donor_id	study	id
4	43148792	43557416	1	1	sim3	Eso-AdenoCa	cna46
4	43557417	43940089	3	1	sim3	Eso-AdenoCa	cna47
4	43940090	44279895	2	1	sim3	Eso-AdenoCa	cna48
4	44279896	102682522	2	0	sim3	Eso-AdenoCa	cna49
4	102682523	115972356	3	0	sim3	Eso-AdenoCa	cna50
4	115972357	135856269	2	2	sim3	Eso-AdenoCa	cna51
4	135856270	142655626	2	1	sim3	Eso-AdenoCa	cna52
4	142655627	149609690	2	3	sim3	Eso-AdenoCa	cna53
4	149609691	191125433	2	2	sim3	Eso-AdenoCa	cna54
4	191125434	191154276	0	0	sim3	Eso-AdenoCa	cna55
5	1	67880690	3	2	sim3	Eso-AdenoCa	cna56
5	67880691	84551102	1	1	sim3	Eso-AdenoCa	cna57
5	84551103	94065800	2	0	sim3	Eso-AdenoCa	cna58
5	94065801	170414783	3	1	sim3	Eso-AdenoCa	cna59
5	170414784	170425823	3	0	sim3	Eso-AdenoCa	cna60
5	170425824	170678177	3	1	sim3	Eso-AdenoCa	cna61
5	170678178	180915260	4	2	sim3	Eso-AdenoCa	cna62
6	1	3478546	1	0	sim3	Eso-AdenoCa	cna63
6	3478547	3989421	3	0	sim3	Eso-AdenoCa	cna64
6	3989422	17886178	2	2	sim3	Eso-AdenoCa	cna65
6	17886179	18411295	2	1	sim3	Eso-AdenoCa	cna66
6	18411296	63629567	2	0	sim3	Eso-AdenoCa	cna67
6	63629568	64802077	3	0	sim3	Eso-AdenoCa	cna68
6	64802078	89026650	2	1	sim3	Eso-AdenoCa	cna69
6	89026651	89386913	1	1	sim3	Eso-AdenoCa	cna70
6	89386914	89435432	2	2	sim3	Eso-AdenoCa	cna71
6	89435433	91215549	2	1	sim3	Eso-AdenoCa	cna72
6	91215550	143500107	3	0	sim3	Eso-AdenoCa	cna73
6	143500108	147871326	3	1	sim3	Eso-AdenoCa	cna74
6	147871327	148284998	2	0	sim3	Eso-AdenoCa	cna75
6	148284999	167673710	3	0	sim3	Eso-AdenoCa	cna76
6	167673711	170862931	4	1	sim3	Eso-AdenoCa	cna77
6	170862932	171115067	2	1	sim3	Eso-AdenoCa	cna78
7	1	9215249	2	0	sim3	Eso-AdenoCa	cna79
7	9215250	16978384	1	1	sim3	Eso-AdenoCa	cna80
7	16978385	24408536	2	0	sim3	Eso-AdenoCa	cna81
7	24408537	24935445	3	0	sim3	Eso-AdenoCa	cna82
7	24935446	40263230	2	0	sim3	Eso-AdenoCa	cna83
7	40263231	40807445	3	2	sim3	Eso-AdenoCa	cna84
7	40807446	75179256	1	0	sim3	Eso-AdenoCa	cna85
7	75179257	108333944	4	2	sim3	Eso-AdenoCa	cna86
7	108333945	159097332	1	0	sim3	Eso-AdenoCa	cna87
7	159097333	159138663	2	0	sim3	Eso-AdenoCa	cna88
8	1	1677151	2	0	sim3	Eso-AdenoCa	cna89
8	1677152	4182749	2	1	sim3	Eso-AdenoCa	cna90
8	4182750	33438494	2	0	sim3	Eso-AdenoCa	cna91
8	33438495	88634614	3	2	sim3	Eso-AdenoCa	cna92
8	88634615	90546045	1	0	sim3	Eso-AdenoCa	cna93
8	90546046	91252476	3	1	sim3	Eso-AdenoCa	cna94
8	91252477	104667911	5	2	sim3	Eso-AdenoCa	cna95
8	104667912	133992445	2	0	sim3	Eso-AdenoCa	cna96
8	133992446	134105103	1	0	sim3	Eso-AdenoCa	cna97
8	134105104	135210005	2	1	sim3	Eso-AdenoCa	cna98
8	135210006	146364022	2	0	sim3	Eso-AdenoCa	cna99
9	1	23331286	3	1	sim3	Eso-AdenoCa	cna100
9	23331287	61574886	2	1	sim3	Eso-AdenoCa	cna101
9	61574887	101240977	2	2	sim3	Eso-AdenoCa	cna102
9	101240978	102421183	3	0	sim3	Eso-AdenoCa	cna103
9	102421184	141213431	1	1	sim3	Eso-AdenoCa	cna104
10	1	12763597	1	1	sim3	Eso-AdenoCa	cna105
10	12763598	12982855	3	1	sim3	Eso-AdenoCa	cna106
10	12982856	13823421	2	1	sim3	Eso-AdenoCa	cna107
10	13823422	16003396	3	3	sim3	Eso-AdenoCa	cna108
10	16003397	21390825	2	0	sim3	Eso-AdenoCa	cna109
10	21390826	63368090	2	1	sim3	Eso-AdenoCa	cna110
10	63368091	63471805	2	0	sim3	Eso-AdenoCa	cna111
10	63471806	135534747	2	2	sim3	Eso-AdenoCa	cna112
11	1	36026021	4	1	sim3	Eso-AdenoCa	cna113
11	36026022	45937389	2	1	sim3	Eso-AdenoCa	cna114
11	45937390	45949912	2	3	sim3	Eso-AdenoCa	cna115
11	45949913	46083121	6	1	sim3	Eso-AdenoCa	cna116
11	46083122	63509126	2	2	sim3	Eso-AdenoCa	cna117
11	63509127	75504297	1	0	sim3	Eso-AdenoCa	cna118
11	75504298	80717411	2	0	sim3	Eso-AdenoCa	cna119
11	80717412	82401941	4	2	sim3	Eso-AdenoCa	cna120
11	82401942	85445594	2	0	sim3	Eso-AdenoCa	cna121
11	85445595	87812847	3	0	sim3	Eso-AdenoCa	cna122
11	87812848	88323332	3	1	sim3	Eso-AdenoCa	cna123
11	88323333	90102770	6	1	sim3	Eso-AdenoCa	cna124
11	90102771	106014924	2	0	sim3	Eso-AdenoCa	cna125
11	106014925	134258111	1	1	sim3	Eso-AdenoCa	cna126
11	134258112	135006516	2	1	sim3	Eso-AdenoCa	cna127
12	1	125966958	1	0	sim3	Eso-AdenoCa	cna128
12	125966959	127910228	2	2	sim3	Eso-AdenoCa	cna129
12	127910229	127923091	2	0	sim3	Eso-AdenoCa	cna130
12	127923092	129395947	3	1	sim3	Eso-AdenoCa	cna131
12	129395948	129447852	1	0	sim3	Eso-AdenoCa	cna132
12	129447853	129715577	4	2	sim3	Eso-AdenoCa	cna133
12	129715578	129728380	3	2	sim3	Eso-AdenoCa	cna134
12	129728381	129791065	2	0	sim3	Eso-AdenoCa	cna135
12	129791066	133851895	1	0	sim3	Eso-AdenoCa	cna136
13	1	14883279	1	0	sim3	Eso-AdenoCa	cna137
13	14883280	68612781	2	1	sim3	Eso-AdenoCa	cna138
13	68612782	85348412	2	2	sim3	Eso-AdenoCa	cna139
13	85348413	94355763	5	1	sim3	Eso-AdenoCa	cna140
13	94355764	95315221	4	2	sim3	Eso-AdenoCa	cna141
13	95315222	115169878	2	1	sim3	Eso-AdenoCa	cna142
14	1	104835272	1	1	sim3	Eso-AdenoCa	cna143
14	104835273	105006747	2	1	sim3	Eso-AdenoCa	cna144
14	105006748	107283972	2	0	sim3	Eso-AdenoCa	cna145
14	107283973	107349540	2	1	sim3	Eso-AdenoCa	cna146
15	1	102531392	3	1	sim3	Eso-AdenoCa	cna147
16	1	5118672	3	1	sim3	Eso-AdenoCa	cna148
16	5118673	12590026	2	1	sim3	Eso-AdenoCa	cna149
16	12590027	14493789	2	2	sim3	Eso-AdenoCa	cna150
16	14493790	14973585	3	1	sim3	Eso-AdenoCa	cna151
16	14973586	14994932	2	1	sim3	Eso-AdenoCa	cna152
16	14994933	45521897	1	0	sim3	Eso-AdenoCa	cna153
16	45521898	45686064	6	2	sim3	Eso-AdenoCa	cna154
16	45686065	47878211	2	0	sim3	Eso-AdenoCa	cna155
16	47878212	55504707	4	0	sim3	Eso-AdenoCa	cna156
16	55504708	55660538	1	0	sim3	Eso-AdenoCa	cna157
16	55660539	62488795	1	1	sim3	Eso-AdenoCa	cna158
16	62488796	79895958	2	0	sim3	Eso-AdenoCa	cna159
16	79895959	80504318	1	0	sim3	Eso-AdenoCa	cna160
16	80504319	81564295	2	0	sim3	Eso-AdenoCa	cna161
16	81564296	87027215	4	1	sim3	Eso-AdenoCa	cna162
16	87027216	90023172	4	0	sim3	Eso-AdenoCa	cna163
16	90023173	90344039	2	0	sim3	Eso-AdenoCa	cna164
16	90344040	90354753	1	0	sim3	Eso-AdenoCa	cna165
17	1	81195210	1	0	sim3	Eso-AdenoCa	cna166
18	1	40439038	1	0	sim3	Eso-AdenoCa	cna167
18	40439039	42468109	3	1	sim3	Eso-AdenoCa	cna168
18	42468110	53989372	3	2	sim3	Eso-AdenoCa	cna169
18	53989373	54943648	7	1	sim3	Eso-AdenoCa	cna170
18	54943649	55387426	3	1	sim3	Eso-AdenoCa	cna171
18	55387427	56001870	4	1	sim3	Eso-AdenoCa	cna172
18	56001871	62896346	1	0	sim3	Eso-AdenoCa	cna173
18	62896347	77884228	2	1	sim3	Eso-AdenoCa	cna174
18	77884229	78077248	5	2	sim3	Eso-AdenoCa	cna175
19	1	59128983	2	0	sim3	Eso-AdenoCa	cna176
20	1	63025520	2	0	sim3	Eso-AdenoCa	cna177
21	1	48129895	2	0	sim3	Eso-AdenoCa	cna178
22	1	51304566	2	0	sim3	Eso-AdenoCa	cna179
X	1	141394928	2	2	sim3	Eso-AdenoCa	cna180
X	141394929	143546462	2	1	sim3	Eso-AdenoCa	cna181
X	143546463	143891931	5	1	sim3	Eso-AdenoCa	cna182
X	143891932	155109101	1	0	sim3	Eso-AdenoCa	cna183
X	155109102	155119566	0	0	sim3	Eso-AdenoCa	cna184
X	155119567	155270560	3	0	sim3	Eso-AdenoCa	cna185
