chrom	start	end	major_cn	minor_cn	donor_id	study	id
2	220762372	221751390	3	1	sim3	Prost-AdenoCA	cna43
2	221751391	221763447	3	0	sim3	Prost-AdenoCA	cna44
2	221763448	224467671	1	0	sim3	Prost-AdenoCA	cna45
2	224467672	241229027	2	1	sim3	Prost-AdenoCA	cna46
2	241229028	241284413	2	2	sim3	Prost-AdenoCA	cna47
2	241284414	243199373	4	1	sim3	Prost-AdenoCA	cna48
3	1	86439812	1	0	sim3	Prost-AdenoCA	cna49
3	86439813	180544307	1	1	sim3	Prost-AdenoCA	cna50
3	180544308	193143346	1	0	sim3	Prost-AdenoCA	cna51
3	193143347	197862722	2	1	sim3	Prost-AdenoCA	cna52
3	197862723	197973724	1	0	sim3	Prost-AdenoCA	cna53
3	197973725	197998091	2	2	sim3	Prost-AdenoCA	cna54
3	197998092	198022430	1	0	sim3	Prost-AdenoCA	cna55
4	1	13365143	2	1	sim3	Prost-AdenoCA	cna56
4	13365144	191154276	1	0	sim3	Prost-AdenoCA	cna57
5	1	171274970	1	1	sim3	Prost-AdenoCA	cna58
5	171274971	178651361	3	1	sim3	Prost-AdenoCA	cna59
5	178651362	179332134	2	2	sim3	Prost-AdenoCA	cna60
5	179332135	180901995	1	1	sim3	Prost-AdenoCA	cna61
5	180901996	180915260	4	1	sim3	Prost-AdenoCA	cna62
6	1	116522783	1	1	sim3	Prost-AdenoCA	cna63
6	116522784	126229175	2	1	sim3	Prost-AdenoCA	cna64
6	126229176	139892142	1	2	sim3	Prost-AdenoCA	cna65
6	139892143	171115067	1	1	sim3	Prost-AdenoCA	cna66
7	1	2691724	0	0	sim3	Prost-AdenoCA	cna67
7	2691725	15446021	1	0	sim3	Prost-AdenoCA	cna68
7	15446022	15580826	0	0	sim3	Prost-AdenoCA	cna69
7	15580827	159117672	2	2	sim3	Prost-AdenoCA	cna70
7	159117673	159138663	1	0	sim3	Prost-AdenoCA	cna71
8	1	146364022	4	1	sim3	Prost-AdenoCA	cna72
9	1	141213431	1	1	sim3	Prost-AdenoCA	cna73
10	1	99412548	1	1	sim3	Prost-AdenoCA	cna74
10	99412549	108001170	1	0	sim3	Prost-AdenoCA	cna75
10	108001171	108033532	0	0	sim3	Prost-AdenoCA	cna76
10	108033533	115740231	3	2	sim3	Prost-AdenoCA	cna77
10	115740232	121600420	1	0	sim3	Prost-AdenoCA	cna78
10	121600421	121693181	0	0	sim3	Prost-AdenoCA	cna79
10	121693182	135534747	1	1	sim3	Prost-AdenoCA	cna80
11	1	39099565	1	0	sim3	Prost-AdenoCA	cna81
11	39099566	93103813	1	1	sim3	Prost-AdenoCA	cna82
11	93103814	96189788	2	2	sim3	Prost-AdenoCA	cna83
11	96189789	134667350	1	0	sim3	Prost-AdenoCA	cna84
11	134667351	135006516	3	1	sim3	Prost-AdenoCA	cna85
12	1	112448920	2	1	sim3	Prost-AdenoCA	cna86
12	112448921	133791855	1	1	sim3	Prost-AdenoCA	cna87
12	133791856	133851895	2	0	sim3	Prost-AdenoCA	cna88
13	1	20783052	1	1	sim3	Prost-AdenoCA	cna89
13	20783053	21287181	1	0	sim3	Prost-AdenoCA	cna90
13	21287182	33654541	2	0	sim3	Prost-AdenoCA	cna91
13	33654542	34082592	1	1	sim3	Prost-AdenoCA	cna92
13	34082593	39167026	1	0	sim3	Prost-AdenoCA	cna93
13	39167027	41955447	0	0	sim3	Prost-AdenoCA	cna94
13	41955448	65218292	1	0	sim3	Prost-AdenoCA	cna95
13	65218293	114885524	2	1	sim3	Prost-AdenoCA	cna96
13	114885525	115169878	1	0	sim3	Prost-AdenoCA	cna97
14	1	3272113	2	2	sim3	Prost-AdenoCA	cna98
14	3272114	71677028	4	2	sim3	Prost-AdenoCA	cna99
14	71677029	106587996	2	1	sim3	Prost-AdenoCA	cna100
14	106587997	106646514	1	0	sim3	Prost-AdenoCA	cna101
14	106646515	107349540	1	1	sim3	Prost-AdenoCA	cna102
15	1	44587512	1	1	sim3	Prost-AdenoCA	cna103
15	44587513	44720499	0	0	sim3	Prost-AdenoCA	cna104
15	44720500	93502379	1	0	sim3	Prost-AdenoCA	cna105
15	93502380	99565294	2	0	sim3	Prost-AdenoCA	cna106
15	99565295	102531392	2	2	sim3	Prost-AdenoCA	cna107
16	1	45112176	1	1	sim3	Prost-AdenoCA	cna108
16	45112177	45285327	1	0	sim3	Prost-AdenoCA	cna109
16	45285328	90354753	2	1	sim3	Prost-AdenoCA	cna110
17	1	73289124	1	0	sim3	Prost-AdenoCA	cna111
17	73289125	81195210	2	2	sim3	Prost-AdenoCA	cna112
18	1	65366923	1	1	sim3	Prost-AdenoCA	cna113
18	65366924	65453138	4	0	sim3	Prost-AdenoCA	cna114
18	65453139	65891867	2	1	sim3	Prost-AdenoCA	cna115
18	65891868	69246304	1	0	sim3	Prost-AdenoCA	cna116
18	69246305	78077248	2	1	sim3	Prost-AdenoCA	cna117
19	1	30846631	1	1	sim3	Prost-AdenoCA	cna118
19	30846632	59128983	2	1	sim3	Prost-AdenoCA	cna119
20	1	63025520	2	2	sim3	Prost-AdenoCA	cna120
21	1	47828404	2	2	sim3	Prost-AdenoCA	cna121
21	47828405	48129895	2	0	sim3	Prost-AdenoCA	cna122
22	1	51304566	1	1	sim3	Prost-AdenoCA	cna123
X	1	31829367	1	1	sim3	Prost-AdenoCA	cna124
X	31829368	31841610	1	0	sim3	Prost-AdenoCA	cna125
X	31841611	32000341	2	2	sim3	Prost-AdenoCA	cna126
X	32000342	42451891	1	1	sim3	Prost-AdenoCA	cna127
X	42451892	42682783	1	0	sim3	Prost-AdenoCA	cna128
X	42682784	78946376	1	1	sim3	Prost-AdenoCA	cna129
X	78946377	92286965	2	2	sim3	Prost-AdenoCA	cna130
X	92286966	140947515	1	1	sim3	Prost-AdenoCA	cna131
X	140947516	154222711	2	0	sim3	Prost-AdenoCA	cna132
X	154222712	155270560	1	1	sim3	Prost-AdenoCA	cna133
Y	1	59373566	1	0	sim3	Prost-AdenoCA	cna134
